trial_key,desc,co2e_kgha,fert_type
amun1_23,"avoided n2o emissions, direct",102.35133702091626,urea
amun2_23,"avoided n2o emissions, direct",102.35133702091626,ammonium
amun2_23,"avoided n2o emissions, direct",102.35133702091626,ammonium-nitrate
amun2_23,"avoided n2o emissions, direct",102.35133702091626,nitrate
amun2_23,"avoided n2o emissions, direct",102.35133702091626,organic
amun2_23,"avoided n2o emissions, direct",102.35133702091626,urea
ande_23,"avoided n2o emissions, direct",130.43234487024458,ammonium
ande_23,"avoided n2o emissions, direct",130.43234487024458,ammonium-nitrate
ande_23,"avoided n2o emissions, direct",130.43234487024458,nitrate
ande_23,"avoided n2o emissions, direct",130.43234487024458,organic
ande_23,"avoided n2o emissions, direct",130.43234487024458,urea
auke_23,"avoided n2o emissions, direct",136.4684493612217,ammonium
auke_23,"avoided n2o emissions, direct",136.4684493612217,ammonium-nitrate
auke_23,"avoided n2o emissions, direct",136.4684493612217,nitrate
auke_23,"avoided n2o emissions, direct",136.4684493612217,organic
auke_23,"avoided n2o emissions, direct",136.4684493612217,urea
bake1_23,"avoided n2o emissions, direct",52.48786513893143,ammonium
bake1_23,"avoided n2o emissions, direct",52.48786513893143,ammonium-nitrate
bake1_23,"avoided n2o emissions, direct",52.48786513893143,nitrate
bake1_23,"avoided n2o emissions, direct",52.48786513893143,organic
bake1_23,"avoided n2o emissions, direct",52.48786513893143,urea
bake2_23,"avoided n2o emissions, direct",52.48786513893143,ammonium
bake2_23,"avoided n2o emissions, direct",52.48786513893143,ammonium-nitrate
bake2_23,"avoided n2o emissions, direct",52.48786513893143,nitrate
bake2_23,"avoided n2o emissions, direct",52.48786513893143,organic
bake2_23,"avoided n2o emissions, direct",52.48786513893143,urea
benn_23,"avoided n2o emissions, direct",110.224516791756,ammonium
benn_23,"avoided n2o emissions, direct",110.224516791756,ammonium-nitrate
benn_23,"avoided n2o emissions, direct",110.224516791756,nitrate
benn_23,"avoided n2o emissions, direct",110.224516791756,organic
benn_23,"avoided n2o emissions, direct",110.224516791756,urea
borc_23,"avoided n2o emissions, direct",78.73179770839714,ammonium
borc_23,"avoided n2o emissions, direct",78.73179770839714,ammonium-nitrate
borc_23,"avoided n2o emissions, direct",78.73179770839714,nitrate
borc_23,"avoided n2o emissions, direct",78.73179770839714,organic
borc_23,"avoided n2o emissions, direct",78.73179770839714,urea
boye_23,"avoided n2o emissions, direct",131.21966284732858,ammonium
boye_23,"avoided n2o emissions, direct",131.21966284732858,ammonium-nitrate
boye_23,"avoided n2o emissions, direct",131.21966284732858,nitrate
boye_23,"avoided n2o emissions, direct",131.21966284732858,organic
boye_23,"avoided n2o emissions, direct",131.21966284732858,urea
brag_23,"avoided n2o emissions, direct",111.53671342022928,ammonium
brag_23,"avoided n2o emissions, direct",111.53671342022928,ammonium-nitrate
brag_23,"avoided n2o emissions, direct",111.53671342022928,nitrate
brag_23,"avoided n2o emissions, direct",111.53671342022928,organic
brag_23,"avoided n2o emissions, direct",111.53671342022928,urea
deng_23,"avoided n2o emissions, direct",52.48786513893143,ammonium
deng_23,"avoided n2o emissions, direct",52.48786513893143,ammonium-nitrate
deng_23,"avoided n2o emissions, direct",52.48786513893143,nitrate
deng_23,"avoided n2o emissions, direct",52.48786513893143,organic
deng_23,"avoided n2o emissions, direct",52.48786513893143,urea
harv_23,"avoided n2o emissions, direct",97.10255050702315,ammonium
harv_23,"avoided n2o emissions, direct",97.10255050702315,ammonium-nitrate
harv_23,"avoided n2o emissions, direct",97.10255050702315,nitrate
harv_23,"avoided n2o emissions, direct",97.10255050702315,organic
harv_23,"avoided n2o emissions, direct",97.10255050702315,urea
hiem_23,"avoided n2o emissions, direct",110.224516791756,ammonium
hiem_23,"avoided n2o emissions, direct",110.224516791756,ammonium-nitrate
hiem_23,"avoided n2o emissions, direct",110.224516791756,nitrate
hiem_23,"avoided n2o emissions, direct",110.224516791756,organic
hiem_23,"avoided n2o emissions, direct",110.224516791756,urea
holli_23,"avoided n2o emissions, direct",104.97573027786288,ammonium
holli_23,"avoided n2o emissions, direct",104.97573027786288,ammonium-nitrate
holli_23,"avoided n2o emissions, direct",104.97573027786288,nitrate
holli_23,"avoided n2o emissions, direct",104.97573027786288,organic
holli_23,"avoided n2o emissions, direct",104.97573027786288,urea
krue_23,"avoided n2o emissions, direct",65.60983142366429,ammonium
krue_23,"avoided n2o emissions, direct",65.60983142366429,ammonium-nitrate
krue_23,"avoided n2o emissions, direct",65.60983142366429,nitrate
krue_23,"avoided n2o emissions, direct",65.60983142366429,organic
krue_23,"avoided n2o emissions, direct",65.60983142366429,urea
mcca1_23,"avoided n2o emissions, direct",131.21966284732858,ammonium
mcca1_23,"avoided n2o emissions, direct",131.21966284732858,ammonium-nitrate
mcca1_23,"avoided n2o emissions, direct",131.21966284732858,nitrate
mcca1_23,"avoided n2o emissions, direct",131.21966284732858,organic
mcca1_23,"avoided n2o emissions, direct",131.21966284732858,urea
mcca2_23,"avoided n2o emissions, direct",131.21966284732858,ammonium
mcca2_23,"avoided n2o emissions, direct",131.21966284732858,ammonium-nitrate
mcca2_23,"avoided n2o emissions, direct",131.21966284732858,nitrate
mcca2_23,"avoided n2o emissions, direct",131.21966284732858,organic
mcca2_23,"avoided n2o emissions, direct",131.21966284732858,urea
pete_23,"avoided n2o emissions, direct",131.21966284732858,ammonium
pete_23,"avoided n2o emissions, direct",131.21966284732858,ammonium-nitrate
pete_23,"avoided n2o emissions, direct",131.21966284732858,nitrate
pete_23,"avoided n2o emissions, direct",131.21966284732858,organic
pete_23,"avoided n2o emissions, direct",131.21966284732858,urea
prev_23,"avoided n2o emissions, direct",139.09284261816828,ammonium
prev_23,"avoided n2o emissions, direct",139.09284261816828,ammonium-nitrate
prev_23,"avoided n2o emissions, direct",139.09284261816828,nitrate
prev_23,"avoided n2o emissions, direct",139.09284261816828,organic
prev_23,"avoided n2o emissions, direct",139.09284261816828,urea
vanh_23,"avoided n2o emissions, direct",157.46359541679428,ammonium
vanh_23,"avoided n2o emissions, direct",157.46359541679428,ammonium-nitrate
vanh_23,"avoided n2o emissions, direct",157.46359541679428,nitrate
vanh_23,"avoided n2o emissions, direct",157.46359541679428,organic
vanh_23,"avoided n2o emissions, direct",157.46359541679428,urea
veen_23,"avoided n2o emissions, direct",52.48786513893143,ammonium
veen_23,"avoided n2o emissions, direct",52.48786513893143,ammonium-nitrate
veen_23,"avoided n2o emissions, direct",52.48786513893143,nitrate
veen_23,"avoided n2o emissions, direct",52.48786513893143,organic
veen_23,"avoided n2o emissions, direct",52.48786513893143,urea
abel_23,"avoided n20 emissions, ind-vol",6.2985438166717715,ammonium
abel_23,"avoided n20 emissions, ind-vol",3.936589885419857,ammonium-nitrate
abel_23,"avoided n20 emissions, ind-vol",0.7873179770839714,nitrate
abel_23,"avoided n20 emissions, ind-vol",16.533677518763398,organic
abel_23,"avoided n20 emissions, ind-vol",11.80976965625957,urea
amun1_23,"avoided n20 emissions, ind-vol",8.188106961673302,ammonium
amun1_23,"avoided n20 emissions, ind-vol",5.117566851045813,ammonium-nitrate
amun1_23,"avoided n20 emissions, ind-vol",1.0235133702091628,nitrate
amun1_23,"avoided n20 emissions, ind-vol",21.493780774392416,organic
amun1_23,"avoided n20 emissions, ind-vol",15.352700553137442,urea
amun2_23,"avoided n20 emissions, ind-vol",8.188106961673302,ammonium
amun2_23,"avoided n20 emissions, ind-vol",5.117566851045813,ammonium-nitrate
amun2_23,"avoided n20 emissions, ind-vol",1.0235133702091628,nitrate
amun2_23,"avoided n20 emissions, ind-vol",21.493780774392416,organic
amun2_23,"avoided n20 emissions, ind-vol",15.352700553137442,urea
ande_23,"avoided n20 emissions, ind-vol",10.434587589619566,ammonium
ande_23,"avoided n20 emissions, ind-vol",6.521617243512229,ammonium-nitrate
ande_23,"avoided n20 emissions, ind-vol",1.3043234487024458,nitrate
ande_23,"avoided n20 emissions, ind-vol",27.39079242275136,organic
ande_23,"avoided n20 emissions, ind-vol",19.564851730536684,urea
auke_23,"avoided n20 emissions, ind-vol",10.91747594889774,ammonium
auke_23,"avoided n20 emissions, ind-vol",6.823422468061085,ammonium-nitrate
auke_23,"avoided n20 emissions, ind-vol",1.364684493612217,nitrate
auke_23,"avoided n20 emissions, ind-vol",28.658374365856556,organic
auke_23,"avoided n20 emissions, ind-vol",20.470267404183257,urea
bake1_23,"avoided n20 emissions, ind-vol",4.199029211114515,ammonium
bake1_23,"avoided n20 emissions, ind-vol",2.6243932569465716,ammonium-nitrate
bake1_23,"avoided n20 emissions, ind-vol",0.5248786513893143,nitrate
bake1_23,"avoided n20 emissions, ind-vol",11.0224516791756,organic
bake1_23,"avoided n20 emissions, ind-vol",7.873179770839714,urea
bake2_23,"avoided n20 emissions, ind-vol",4.199029211114515,ammonium
bake2_23,"avoided n20 emissions, ind-vol",2.6243932569465716,ammonium-nitrate
bake2_23,"avoided n20 emissions, ind-vol",0.5248786513893143,nitrate
bake2_23,"avoided n20 emissions, ind-vol",11.0224516791756,organic
bake2_23,"avoided n20 emissions, ind-vol",7.873179770839714,urea
benn_23,"avoided n20 emissions, ind-vol",8.81796134334048,ammonium
benn_23,"avoided n20 emissions, ind-vol",5.5112258395878,ammonium-nitrate
benn_23,"avoided n20 emissions, ind-vol",1.10224516791756,nitrate
benn_23,"avoided n20 emissions, ind-vol",23.14714852626876,organic
benn_23,"avoided n20 emissions, ind-vol",16.533677518763398,urea
borc_23,"avoided n20 emissions, ind-vol",6.2985438166717715,ammonium
borc_23,"avoided n20 emissions, ind-vol",3.936589885419857,ammonium-nitrate
borc_23,"avoided n20 emissions, ind-vol",0.7873179770839714,nitrate
borc_23,"avoided n20 emissions, ind-vol",16.533677518763398,organic
borc_23,"avoided n20 emissions, ind-vol",11.80976965625957,urea
boye_23,"avoided n20 emissions, ind-vol",10.497573027786284,ammonium
boye_23,"avoided n20 emissions, ind-vol",6.560983142366428,ammonium-nitrate
boye_23,"avoided n20 emissions, ind-vol",1.3121966284732856,nitrate
boye_23,"avoided n20 emissions, ind-vol",27.556129197938997,organic
boye_23,"avoided n20 emissions, ind-vol",19.682949427099285,urea
brag_23,"avoided n20 emissions, ind-vol",8.922937073618343,ammonium
brag_23,"avoided n20 emissions, ind-vol",5.576835671011463,ammonium-nitrate
brag_23,"avoided n20 emissions, ind-vol",1.1153671342022928,nitrate
brag_23,"avoided n20 emissions, ind-vol",23.422709818248144,organic
brag_23,"avoided n20 emissions, ind-vol",16.73050701303439,urea
deng_23,"avoided n20 emissions, ind-vol",4.199029211114515,ammonium
deng_23,"avoided n20 emissions, ind-vol",2.6243932569465716,ammonium-nitrate
deng_23,"avoided n20 emissions, ind-vol",0.5248786513893143,nitrate
deng_23,"avoided n20 emissions, ind-vol",11.0224516791756,organic
deng_23,"avoided n20 emissions, ind-vol",7.873179770839714,urea
harv_23,"avoided n20 emissions, ind-vol",7.768204040561853,ammonium
harv_23,"avoided n20 emissions, ind-vol",4.8551275253511585,ammonium-nitrate
harv_23,"avoided n20 emissions, ind-vol",0.9710255050702316,nitrate
harv_23,"avoided n20 emissions, ind-vol",20.39153560647486,organic
harv_23,"avoided n20 emissions, ind-vol",14.565382576053477,urea
hiem_23,"avoided n20 emissions, ind-vol",8.81796134334048,ammonium
hiem_23,"avoided n20 emissions, ind-vol",5.5112258395878,ammonium-nitrate
hiem_23,"avoided n20 emissions, ind-vol",1.10224516791756,nitrate
hiem_23,"avoided n20 emissions, ind-vol",23.14714852626876,organic
hiem_23,"avoided n20 emissions, ind-vol",16.533677518763398,urea
holli_23,"avoided n20 emissions, ind-vol",8.39805842222903,ammonium
holli_23,"avoided n20 emissions, ind-vol",5.248786513893143,ammonium-nitrate
holli_23,"avoided n20 emissions, ind-vol",1.0497573027786289,nitrate
holli_23,"avoided n20 emissions, ind-vol",22.0449033583512,organic
holli_23,"avoided n20 emissions, ind-vol",15.746359541679428,urea
krue_23,"avoided n20 emissions, ind-vol",5.248786513893142,ammonium
krue_23,"avoided n20 emissions, ind-vol",3.280491571183214,ammonium-nitrate
krue_23,"avoided n20 emissions, ind-vol",0.6560983142366428,nitrate
krue_23,"avoided n20 emissions, ind-vol",13.7780645989695,organic
krue_23,"avoided n20 emissions, ind-vol",9.841474713549642,urea
mcca1_23,"avoided n20 emissions, ind-vol",10.497573027786284,ammonium
mcca1_23,"avoided n20 emissions, ind-vol",6.560983142366428,ammonium-nitrate
mcca1_23,"avoided n20 emissions, ind-vol",1.3121966284732856,nitrate
mcca1_23,"avoided n20 emissions, ind-vol",27.556129197938997,organic
mcca1_23,"avoided n20 emissions, ind-vol",19.682949427099285,urea
mcca2_23,"avoided n20 emissions, ind-vol",10.497573027786284,ammonium
mcca2_23,"avoided n20 emissions, ind-vol",6.560983142366428,ammonium-nitrate
mcca2_23,"avoided n20 emissions, ind-vol",1.3121966284732856,nitrate
mcca2_23,"avoided n20 emissions, ind-vol",27.556129197938997,organic
mcca2_23,"avoided n20 emissions, ind-vol",19.682949427099285,urea
pete_23,"avoided n20 emissions, ind-vol",10.497573027786284,ammonium
pete_23,"avoided n20 emissions, ind-vol",6.560983142366428,ammonium-nitrate
pete_23,"avoided n20 emissions, ind-vol",1.3121966284732856,nitrate
pete_23,"avoided n20 emissions, ind-vol",27.556129197938997,organic
pete_23,"avoided n20 emissions, ind-vol",19.682949427099285,urea
prev_23,"avoided n20 emissions, ind-vol",11.127427409453464,ammonium
prev_23,"avoided n20 emissions, ind-vol",6.9546421309084145,ammonium-nitrate
prev_23,"avoided n20 emissions, ind-vol",1.390928426181683,nitrate
prev_23,"avoided n20 emissions, ind-vol",29.20949694981534,organic
prev_23,"avoided n20 emissions, ind-vol",20.863926392725244,urea
vanh_23,"avoided n20 emissions, ind-vol",12.597087633343545,ammonium
vanh_23,"avoided n20 emissions, ind-vol",7.873179770839714,ammonium-nitrate
vanh_23,"avoided n20 emissions, ind-vol",1.5746359541679429,nitrate
vanh_23,"avoided n20 emissions, ind-vol",33.067355037526795,organic
vanh_23,"avoided n20 emissions, ind-vol",23.61953931251914,urea
veen_23,"avoided n20 emissions, ind-vol",4.199029211114515,ammonium
veen_23,"avoided n20 emissions, ind-vol",2.6243932569465716,ammonium-nitrate
veen_23,"avoided n20 emissions, ind-vol",0.5248786513893143,nitrate
veen_23,"avoided n20 emissions, ind-vol",11.0224516791756,organic
veen_23,"avoided n20 emissions, ind-vol",7.873179770839714,urea
abel_23,"avoided n2o emissions, ind-leach",41.57038919003368,ammonium
abel_23,"avoided n2o emissions, ind-leach",41.57038919003368,ammonium-nitrate
abel_23,"avoided n2o emissions, ind-leach",41.57038919003368,nitrate
abel_23,"avoided n2o emissions, ind-leach",41.57038919003368,organic
abel_23,"avoided n2o emissions, ind-leach",41.57038919003368,urea
amun1_23,"avoided n2o emissions, ind-leach",54.04150594704378,ammonium
amun1_23,"avoided n2o emissions, ind-leach",54.04150594704378,ammonium-nitrate
amun1_23,"avoided n2o emissions, ind-leach",54.04150594704378,nitrate
amun1_23,"avoided n2o emissions, ind-leach",54.04150594704378,organic
amun1_23,"avoided n2o emissions, ind-leach",54.04150594704378,urea
amun2_23,"avoided n2o emissions, ind-leach",54.04150594704378,ammonium
amun2_23,"avoided n2o emissions, ind-leach",54.04150594704378,ammonium-nitrate
amun2_23,"avoided n2o emissions, ind-leach",54.04150594704378,nitrate
amun2_23,"avoided n2o emissions, ind-leach",54.04150594704378,organic
amun2_23,"avoided n2o emissions, ind-leach",54.04150594704378,urea
ande_23,"avoided n2o emissions, ind-leach",68.86827809148913,ammonium
ande_23,"avoided n2o emissions, ind-leach",68.86827809148913,ammonium-nitrate
ande_23,"avoided n2o emissions, ind-leach",68.86827809148913,nitrate
ande_23,"avoided n2o emissions, ind-leach",68.86827809148913,organic
ande_23,"avoided n2o emissions, ind-leach",68.86827809148913,urea
auke_23,"avoided n2o emissions, ind-leach",72.05534126272504,ammonium
auke_23,"avoided n2o emissions, ind-leach",72.05534126272504,ammonium-nitrate
auke_23,"avoided n2o emissions, ind-leach",72.05534126272504,nitrate
auke_23,"avoided n2o emissions, ind-leach",72.05534126272504,organic
auke_23,"avoided n2o emissions, ind-leach",72.05534126272504,urea
bake1_23,"avoided n2o emissions, ind-leach",27.713592793355787,ammonium
bake1_23,"avoided n2o emissions, ind-leach",27.713592793355787,ammonium-nitrate
bake1_23,"avoided n2o emissions, ind-leach",27.713592793355787,nitrate
bake1_23,"avoided n2o emissions, ind-leach",27.713592793355787,organic
bake1_23,"avoided n2o emissions, ind-leach",27.713592793355787,urea
bake2_23,"avoided n2o emissions, ind-leach",27.713592793355787,ammonium
bake2_23,"avoided n2o emissions, ind-leach",27.713592793355787,ammonium-nitrate
bake2_23,"avoided n2o emissions, ind-leach",27.713592793355787,nitrate
bake2_23,"avoided n2o emissions, ind-leach",27.713592793355787,organic
bake2_23,"avoided n2o emissions, ind-leach",27.713592793355787,urea
benn_23,"avoided n2o emissions, ind-leach",58.198544866047165,ammonium
benn_23,"avoided n2o emissions, ind-leach",58.198544866047165,ammonium-nitrate
benn_23,"avoided n2o emissions, ind-leach",58.198544866047165,nitrate
benn_23,"avoided n2o emissions, ind-leach",58.198544866047165,organic
benn_23,"avoided n2o emissions, ind-leach",58.198544866047165,urea
borc_23,"avoided n2o emissions, ind-leach",41.57038919003368,ammonium
borc_23,"avoided n2o emissions, ind-leach",41.57038919003368,ammonium-nitrate
borc_23,"avoided n2o emissions, ind-leach",41.57038919003368,nitrate
borc_23,"avoided n2o emissions, ind-leach",41.57038919003368,organic
borc_23,"avoided n2o emissions, ind-leach",41.57038919003368,urea
boye_23,"avoided n2o emissions, ind-leach",69.28398198338947,ammonium
boye_23,"avoided n2o emissions, ind-leach",69.28398198338947,ammonium-nitrate
boye_23,"avoided n2o emissions, ind-leach",69.28398198338947,nitrate
boye_23,"avoided n2o emissions, ind-leach",69.28398198338947,organic
boye_23,"avoided n2o emissions, ind-leach",69.28398198338947,urea
brag_23,"avoided n2o emissions, ind-leach",58.89138468588104,ammonium
brag_23,"avoided n2o emissions, ind-leach",58.89138468588104,ammonium-nitrate
brag_23,"avoided n2o emissions, ind-leach",58.89138468588104,nitrate
brag_23,"avoided n2o emissions, ind-leach",58.89138468588104,organic
brag_23,"avoided n2o emissions, ind-leach",58.89138468588104,urea
deng_23,"avoided n2o emissions, ind-leach",27.713592793355787,ammonium
deng_23,"avoided n2o emissions, ind-leach",27.713592793355787,ammonium-nitrate
deng_23,"avoided n2o emissions, ind-leach",27.713592793355787,nitrate
deng_23,"avoided n2o emissions, ind-leach",27.713592793355787,organic
deng_23,"avoided n2o emissions, ind-leach",27.713592793355787,urea
harv_23,"avoided n2o emissions, ind-leach",51.270146667708225,ammonium
harv_23,"avoided n2o emissions, ind-leach",51.270146667708225,ammonium-nitrate
harv_23,"avoided n2o emissions, ind-leach",51.270146667708225,nitrate
harv_23,"avoided n2o emissions, ind-leach",51.270146667708225,organic
harv_23,"avoided n2o emissions, ind-leach",51.270146667708225,urea
hiem_23,"avoided n2o emissions, ind-leach",58.198544866047165,ammonium
hiem_23,"avoided n2o emissions, ind-leach",58.198544866047165,ammonium-nitrate
hiem_23,"avoided n2o emissions, ind-leach",58.198544866047165,nitrate
hiem_23,"avoided n2o emissions, ind-leach",58.198544866047165,organic
hiem_23,"avoided n2o emissions, ind-leach",58.198544866047165,urea
holli_23,"avoided n2o emissions, ind-leach",55.42718558671157,ammonium
holli_23,"avoided n2o emissions, ind-leach",55.42718558671157,ammonium-nitrate
holli_23,"avoided n2o emissions, ind-leach",55.42718558671157,nitrate
holli_23,"avoided n2o emissions, ind-leach",55.42718558671157,organic
holli_23,"avoided n2o emissions, ind-leach",55.42718558671157,urea
krue_23,"avoided n2o emissions, ind-leach",34.64199099169473,ammonium
krue_23,"avoided n2o emissions, ind-leach",34.64199099169473,ammonium-nitrate
krue_23,"avoided n2o emissions, ind-leach",34.64199099169473,nitrate
krue_23,"avoided n2o emissions, ind-leach",34.64199099169473,organic
